farmer_id,age,gender,education,land_size_acres,annual_income,crop_type,state,district,region,is_member_fpo,has_taken_crop_insurance,eligible_pmfby,eligible_pmkisan,eligible_fpo_support
281,45,Female,None,8.25,377364.86,Maize,Bihar,Bhagalpur,East,0,1,0,0,0
282,42,Female,Higher,2.2,121671.25,Wheat,Maharashtra,Mumbai,North,1,1,1,0,1
283,67,Male,Primary,1.28,325432.11,Rice,Karnataka,Bengaluru,West,0,1,0,0,0
284,40,Female,Primary,3.62,461975.26,Wheat,Karnataka,Belagavi,North,0,0,0,0,0
285,48,Female,Higher,4.53,253265.83,Wheat,Bihar,Gaya,East,0,1,1,0,0
286,47,Male,Primary,5.66,369470.08,Cotton,Bihar,Bhagalpur,South,1,0,0,0,0
287,59,Female,Secondary,4.04,485840.83,Wheat,Bihar,Bhagalpur,East,0,0,0,0,0
288,52,Female,Primary,8.0,348302.93,Wheat,Maharashtra,Nashik,East,1,1,0,0,0
289,24,Female,Secondary,0.87,60194.96,Cotton,Punjab,Patiala,North,0,1,0,1,0
290,33,Male,Secondary,4.6,129834.18,Cotton,Tamil Nadu,Tiruchirappalli,East,0,1,0,0,0
291,43,Female,Secondary,4.13,301597.25,Sugarcane,Maharashtra,Mumbai,South,1,1,0,0,1
292,65,Female,Higher,6.65,145022.35,Wheat,Maharashtra,Aurangabad,North,0,0,1,0,0
293,69,Female,Primary,9.68,479195.44,Maize,Tamil Nadu,Madurai,South,0,1,0,0,0
294,66,Male,Primary,5.35,208622.5,Cotton,Karnataka,Bengaluru,East,0,0,0,0,0
295,19,Male,Higher,9.88,234042.9,Rice,Tamil Nadu,Chennai,East,1,0,1,0,1
296,18,Female,Higher,3.37,353785.03,Sugarcane,Bihar,Muzaffarpur,South,1,1,0,0,1
297,65,Male,Primary,0.79,266882.37,Sugarcane,Karnataka,Belagavi,North,1,1,0,0,0
298,29,Female,Higher,2.07,197251.52,Wheat,Maharashtra,Nagpur,East,0,0,1,0,0
299,22,Male,Higher,4.25,47552.56,Maize,Tamil Nadu,Chennai,West,0,1,1,0,0
300,54,Male,Secondary,3.51,302258.34,Cotton,Maharashtra,Pune,East,0,0,0,0,0
301,49,Female,Higher,1.42,435114.22,Rice,Gujarat,Vadodara,East,0,0,0,0,0
302,26,Female,Secondary,4.61,346023.6,Wheat,Maharashtra,Pune,West,1,1,0,0,1
303,58,Female,None,3.71,196932.55,Maize,Tamil Nadu,Chennai,North,0,1,1,0,0
304,52,Male,Secondary,1.66,72585.77,Wheat,Gujarat,Surat,North,0,1,1,1,0
305,36,Female,Secondary,3.31,410005.71,Wheat,Gujarat,Bhavnagar,East,0,1,0,0,0
306,65,Male,Higher,8.92,471456.7,Sugarcane,Gujarat,Vadodara,West,0,0,0,0,0
307,33,Male,Primary,3.37,200253.77,Rice,Maharashtra,Aurangabad,North,0,0,1,0,0
308,20,Female,None,7.28,367034.67,Rice,Punjab,Patiala,West,1,1,0,0,0
309,37,Male,None,6.31,211274.09,Rice,Punjab,Amritsar,West,1,1,1,0,0
310,41,Female,None,4.56,256110.8,Rice,Maharashtra,Nashik,West,1,1,1,0,0
311,50,Male,Primary,2.77,419873.43,Cotton,Karnataka,Mysuru,West,0,1,0,0,0
312,41,Female,None,4.01,50877.93,Cotton,Karnataka,Hubballi,South,0,1,0,0,0
313,69,Male,None,6.13,269864.32,Rice,Karnataka,Hubballi,East,0,1,1,0,0
314,28,Male,Primary,3.83,115163.93,Maize,Karnataka,Belagavi,South,1,0,1,0,0
315,66,Female,None,2.54,176504.91,Cotton,Punjab,Bathinda,West,1,0,0,0,0
316,25,Male,Higher,1.61,325770.12,Cotton,Karnataka,Hubballi,North,1,1,0,0,1
317,53,Female,Higher,8.86,23341.92,Maize,Tamil Nadu,Salem,North,0,1,1,0,0
318,55,Male,Secondary,4.68,300974.3,Rice,Karnataka,Hubballi,South,1,0,0,0,1
319,57,Male,Secondary,6.44,148886.7,Wheat,Tamil Nadu,Tiruchirappalli,West,0,0,1,0,0
320,37,Male,Secondary,5.16,338047.34,Cotton,Punjab,Bathinda,West,1,0,0,0,1
321,52,Female,Higher,8.79,79374.86,Wheat,Tamil Nadu,Chennai,North,0,0,1,0,0
322,65,Female,Higher,5.7,370547.69,Wheat,Gujarat,Ahmedabad,East,0,1,0,0,0
323,42,Female,Higher,5.07,326363.46,Maize,Tamil Nadu,Chennai,South,0,0,0,0,0
324,52,Female,Secondary,9.28,485908.5,Rice,Maharashtra,Mumbai,South,1,0,0,0,1
325,42,Female,Secondary,7.34,456505.33,Wheat,Tamil Nadu,Madurai,East,0,0,0,0,0
326,46,Male,Secondary,1.56,148818.4,Rice,Gujarat,Bhavnagar,West,1,0,1,1,1
327,35,Male,Secondary,2.19,23385.12,Sugarcane,Maharashtra,Nashik,North,0,1,0,0,0
328,63,Female,Secondary,7.98,331130.59,Rice,Gujarat,Ahmedabad,South,1,0,0,0,1
329,35,Male,Secondary,8.44,305414.82,Maize,Karnataka,Mysuru,South,1,1,0,0,1
330,19,Male,Higher,5.68,23440.1,Maize,Tamil Nadu,Coimbatore,West,0,0,1,0,0
331,52,Male,Primary,5.77,70111.99,Sugarcane,Tamil Nadu,Salem,East,1,0,0,0,0
332,33,Male,Primary,6.5,296503.84,Maize,Bihar,Purnia,North,0,0,1,0,0
333,58,Female,Secondary,4.67,456795.36,Rice,Karnataka,Bengaluru,West,1,1,0,0,1
334,53,Male,Primary,6.96,454185.14,Rice,Tamil Nadu,Salem,South,0,0,0,0,0
335,50,Female,Primary,1.53,84227.68,Rice,Tamil Nadu,Chennai,North,0,0,1,1,0
336,21,Female,Higher,9.63,198441.23,Maize,Bihar,Patna,West,0,0,1,0,0
337,50,Male,Secondary,7.63,31169.4,Rice,Maharashtra,Nashik,South,0,1,1,0,0
338,31,Female,Secondary,6.5,239943.2,Cotton,Karnataka,Mangaluru,North,0,0,0,0,0
339,38,Male,Primary,3.51,379010.9,Sugarcane,Bihar,Bhagalpur,West,0,0,0,0,0
340,65,Male,Secondary,2.03,397086.63,Cotton,Karnataka,Bengaluru,South,1,0,0,0,1
341,37,Male,Secondary,4.39,254504.84,Rice,Karnataka,Hubballi,North,0,1,1,0,0
342,25,Female,Secondary,6.78,56976.14,Maize,Maharashtra,Pune,North,0,1,1,0,0
343,24,Female,Secondary,6.52,196868.35,Sugarcane,Maharashtra,Aurangabad,South,1,0,0,0,1
344,20,Female,Primary,4.14,466729.96,Cotton,Punjab,Patiala,North,1,1,0,0,0
345,34,Male,None,6.33,122510.15,Rice,Bihar,Gaya,North,1,0,1,0,0
346,50,Male,Primary,8.23,166679.68,Maize,Gujarat,Vadodara,East,0,0,1,0,0
347,65,Male,Higher,0.75,375945.32,Rice,Bihar,Muzaffarpur,East,0,1,0,0,0
348,29,Female,None,4.78,369454.59,Cotton,Karnataka,Belagavi,East,0,0,0,0,0
349,68,Male,None,7.71,456979.12,Cotton,Punjab,Patiala,West,0,0,0,0,0
350,39,Male,None,5.69,200178.16,Sugarcane,Punjab,Bathinda,West,0,1,0,0,0
351,39,Female,Primary,6.69,262153.37,Maize,Karnataka,Bengaluru,East,1,0,1,0,0
352,63,Female,Higher,5.41,239022.31,Wheat,Maharashtra,Aurangabad,North,0,0,1,0,0
353,47,Female,Primary,9.92,464598.56,Rice,Punjab,Patiala,South,1,1,0,0,0
354,55,Male,Higher,1.02,386971.99,Maize,Bihar,Gaya,West,0,0,0,0,0
355,55,Male,Primary,5.16,417406.47,Wheat,Maharashtra,Pune,South,0,0,0,0,0
356,62,Male,Primary,1.37,75218.15,Maize,Tamil Nadu,Chennai,East,1,0,1,1,0
357,68,Female,Primary,2.02,398004.88,Rice,Punjab,Ludhiana,South,1,0,0,0,0
358,25,Female,None,4.14,222159.6,Rice,Karnataka,Belagavi,South,0,0,1,0,0
359,44,Female,Primary,1.98,21435.95,Sugarcane,Bihar,Gaya,North,1,0,0,1,0
360,44,Female,Higher,9.66,39443.29,Cotton,Punjab,Patiala,North,0,0,0,0,0
361,51,Male,Higher,9.49,342174.89,Cotton,Karnataka,Bengaluru,South,0,1,0,0,0
362,38,Male,Higher,3.69,192286.1,Cotton,Bihar,Muzaffarpur,North,0,0,0,0,0
363,47,Male,None,6.58,435376.63,Sugarcane,Punjab,Amritsar,East,0,1,0,0,0
364,50,Male,Primary,5.57,369793.84,Cotton,Bihar,Gaya,East,1,0,0,0,0
365,45,Male,Primary,8.25,20623.21,Maize,Tamil Nadu,Chennai,South,0,1,1,0,0
366,64,Male,Secondary,6.46,346575.27,Cotton,Bihar,Gaya,West,0,1,0,0,0
367,50,Male,None,0.5,104252.71,Cotton,Karnataka,Mysuru,South,0,0,0,1,0
368,22,Male,Higher,7.75,217065.46,Rice,Punjab,Ludhiana,West,0,0,1,0,0
369,65,Female,Higher,7.6,316120.25,Sugarcane,Karnataka,Hubballi,West,0,0,0,0,0
370,36,Female,Primary,5.34,437631.74,Sugarcane,Tamil Nadu,Salem,West,0,0,0,0,0
371,21,Male,Higher,9.08,233487.97,Cotton,Gujarat,Ahmedabad,East,0,1,0,0,0
372,52,Female,Primary,9.13,406160.32,Wheat,Maharashtra,Mumbai,South,1,0,0,0,0
373,66,Male,Primary,5.48,393653.17,Rice,Bihar,Muzaffarpur,West,0,0,0,0,0
374,34,Male,Secondary,6.28,213123.87,Cotton,Karnataka,Bengaluru,South,0,0,0,0,0
375,61,Female,None,9.97,255480.28,Wheat,Gujarat,Ahmedabad,North,0,0,1,0,0
376,45,Male,Primary,3.34,353237.65,Maize,Punjab,Amritsar,North,1,1,0,0,0
377,47,Male,Primary,3.58,25262.73,Rice,Punjab,Amritsar,West,0,0,1,0,0
378,46,Male,Primary,2.24,446497.59,Sugarcane,Maharashtra,Aurangabad,East,0,0,0,0,0
379,63,Male,Secondary,9.01,387209.92,Wheat,Punjab,Ludhiana,East,0,0,0,0,0
380,23,Male,Primary,7.57,132213.78,Cotton,Tamil Nadu,Coimbatore,West,0,0,0,0,0
381,52,Male,None,1.5,490778.18,Wheat,Maharashtra,Pune,East,1,0,0,0,0
382,58,Male,None,9.83,97901.27,Sugarcane,Tamil Nadu,Madurai,East,0,1,0,0,0
383,54,Female,Higher,7.44,457902.47,Maize,Bihar,Gaya,West,0,1,0,0,0
384,41,Female,None,8.58,168991.99,Wheat,Tamil Nadu,Tiruchirappalli,East,0,1,1,0,0
385,46,Male,Higher,0.96,383941.89,Cotton,Bihar,Bhagalpur,North,0,0,0,0,0
386,66,Female,None,5.3,233624.53,Wheat,Tamil Nadu,Chennai,South,0,1,1,0,0
387,63,Male,Higher,7.14,370869.02,Maize,Maharashtra,Aurangabad,West,0,0,0,0,0
388,48,Male,Primary,5.66,86333.69,Wheat,Bihar,Bhagalpur,East,0,0,1,0,0
389,52,Male,Secondary,6.83,142058.16,Maize,Gujarat,Vadodara,East,1,0,1,0,1
390,50,Male,Secondary,8.27,58930.33,Maize,Tamil Nadu,Tiruchirappalli,West,0,1,1,0,0
391,69,Female,Secondary,4.06,433920.55,Rice,Tamil Nadu,Chennai,North,1,0,0,0,1
392,38,Female,Primary,8.56,155183.56,Rice,Punjab,Amritsar,North,1,0,1,0,0
393,49,Female,Secondary,2.05,350293.35,Cotton,Tamil Nadu,Tiruchirappalli,North,1,1,0,0,1
394,40,Female,None,3.07,411908.39,Cotton,Punjab,Patiala,North,1,1,0,0,0
395,50,Male,Higher,0.91,451694.94,Cotton,Tamil Nadu,Salem,South,1,1,0,0,1
396,20,Female,Primary,3.96,62085.59,Maize,Karnataka,Mysuru,West,1,0,1,0,0
397,35,Male,Secondary,4.11,447577.32,Maize,Punjab,Patiala,South,0,0,0,0,0
398,42,Male,None,8.15,106653.86,Rice,Maharashtra,Mumbai,North,0,1,1,0,0
399,59,Female,None,6.7,371081.99,Maize,Maharashtra,Aurangabad,North,0,0,0,0,0
400,48,Male,Primary,4.65,367136.02,Rice,Bihar,Purnia,West,0,0,0,0,0
401,20,Female,Primary,6.7,14166.54,Wheat,Gujarat,Vadodara,East,0,0,1,0,0
402,57,Female,Secondary,1.0,118105.72,Cotton,Gujarat,Rajkot,West,1,1,0,1,1
403,63,Female,Higher,2.21,251035.17,Cotton,Maharashtra,Pune,South,1,0,0,0,1
404,41,Female,Secondary,6.46,215817.01,Sugarcane,Bihar,Gaya,East,0,1,0,0,0
405,67,Female,Secondary,6.59,460101.01,Rice,Maharashtra,Aurangabad,North,0,0,0,0,0
406,49,Male,Primary,7.85,186273.03,Sugarcane,Punjab,Bathinda,West,0,0,0,0,0
407,64,Female,Secondary,4.33,469122.02,Cotton,Karnataka,Mangaluru,East,0,0,0,0,0
408,39,Female,Secondary,7.36,235120.37,Sugarcane,Bihar,Muzaffarpur,West,0,0,0,0,0
409,40,Male,Higher,7.0,482532.92,Wheat,Karnataka,Mangaluru,North,1,0,0,0,1
410,19,Female,None,9.65,371303.86,Sugarcane,Tamil Nadu,Salem,South,1,1,0,0,0
411,44,Female,None,2.54,416373.95,Wheat,Tamil Nadu,Salem,East,0,1,0,0,0
412,59,Male,Higher,5.74,61389.68,Cotton,Karnataka,Hubballi,East,0,1,0,0,0
413,19,Male,None,6.22,297209.3,Maize,Punjab,Bathinda,East,1,0,1,0,0
414,43,Female,Secondary,9.99,79923.18,Rice,Karnataka,Bengaluru,South,0,0,1,0,0
415,34,Male,Higher,2.41,155834.29,Sugarcane,Karnataka,Hubballi,South,0,1,0,0,0
416,57,Female,Higher,5.47,315547.05,Wheat,Karnataka,Mangaluru,East,1,0,0,0,1
417,50,Male,Primary,3.79,365850.6,Cotton,Bihar,Bhagalpur,East,0,1,0,0,0
418,26,Female,None,5.5,29200.05,Cotton,Bihar,Bhagalpur,East,0,1,0,0,0
419,60,Female,Primary,2.71,270162.43,Maize,Karnataka,Mysuru,North,1,0,1,0,0
420,65,Female,Secondary,0.95,287003.85,Cotton,Gujarat,Rajkot,West,0,0,0,0,0
421,56,Male,Higher,5.94,48625.72,Cotton,Punjab,Patiala,North,0,1,0,0,0
422,46,Female,Secondary,3.69,255337.14,Maize,Tamil Nadu,Coimbatore,North,0,0,1,0,0
423,59,Male,None,2.23,359782.72,Cotton,Tamil Nadu,Tiruchirappalli,South,0,1,0,0,0
424,43,Female,Primary,3.58,36081.37,Wheat,Tamil Nadu,Madurai,East,0,1,1,0,0
425,52,Female,None,0.97,382531.21,Sugarcane,Maharashtra,Nashik,North,0,1,0,0,0
426,67,Female,Secondary,9.53,292448.99,Sugarcane,Punjab,Patiala,East,0,1,0,0,0
427,42,Female,Primary,6.02,418281.33,Wheat,Bihar,Gaya,South,1,1,0,0,0
428,41,Female,None,8.24,116850.66,Sugarcane,Tamil Nadu,Coimbatore,North,0,1,0,0,0
429,30,Male,Secondary,4.52,418304.11,Cotton,Bihar,Muzaffarpur,East,0,0,0,0,0
430,24,Male,None,9.08,56334.88,Sugarcane,Bihar,Purnia,South,0,1,0,0,0
431,53,Male,Higher,5.09,207876.55,Sugarcane,Bihar,Purnia,South,1,0,0,0,1
432,62,Female,Primary,5.95,107747.55,Cotton,Gujarat,Bhavnagar,North,1,0,0,0,0
433,37,Female,Primary,5.17,439250.21,Sugarcane,Bihar,Gaya,South,1,1,0,0,0
434,18,Male,Primary,7.47,355410.71,Cotton,Karnataka,Mysuru,West,1,1,0,0,0
435,25,Female,Higher,5.88,22427.27,Maize,Bihar,Purnia,South,0,0,1,0,0
436,63,Female,Primary,3.08,14666.44,Maize,Maharashtra,Nashik,North,0,0,1,0,0
437,33,Female,Higher,1.88,152712.13,Sugarcane,Bihar,Bhagalpur,East,1,0,0,0,1
438,31,Male,Primary,6.26,80208.73,Maize,Tamil Nadu,Coimbatore,West,0,0,1,0,0
439,29,Male,None,5.15,318849.19,Sugarcane,Bihar,Bhagalpur,South,0,0,0,0,0
440,68,Male,None,1.41,335260.5,Maize,Tamil Nadu,Tiruchirappalli,East,0,0,0,0,0
441,40,Male,None,4.26,471555.94,Sugarcane,Bihar,Purnia,East,0,1,0,0,0
442,32,Male,None,5.39,476499.56,Rice,Punjab,Amritsar,East,0,0,0,0,0
443,45,Female,Higher,8.36,332859.39,Wheat,Karnataka,Bengaluru,North,1,0,0,0,1
444,51,Female,Secondary,1.22,12780.81,Maize,Tamil Nadu,Coimbatore,South,0,1,1,1,0
445,19,Female,Secondary,3.81,185908.98,Cotton,Maharashtra,Nagpur,West,0,1,0,0,0
446,49,Female,None,8.32,261439.34,Wheat,Bihar,Purnia,North,0,0,1,0,0
447,40,Male,Secondary,6.66,254598.08,Sugarcane,Tamil Nadu,Chennai,East,1,0,0,0,1
448,39,Male,Secondary,3.25,305636.91,Wheat,Gujarat,Vadodara,South,0,1,0,0,0
449,68,Female,Primary,8.53,480670.23,Cotton,Karnataka,Hubballi,East,0,0,0,0,0
450,42,Male,Higher,5.19,443744.42,Cotton,Gujarat,Vadodara,West,0,1,0,0,0
451,39,Female,None,5.23,63364.94,Sugarcane,Bihar,Gaya,East,1,0,0,0,0
452,39,Female,Secondary,9.78,140330.39,Maize,Karnataka,Bengaluru,North,0,0,1,0,0
453,66,Female,Secondary,9.5,418223.61,Maize,Maharashtra,Mumbai,North,0,1,0,0,0
454,69,Female,None,3.91,413910.39,Rice,Tamil Nadu,Tiruchirappalli,West,0,0,0,0,0
455,59,Male,Primary,1.84,144931.65,Cotton,Maharashtra,Mumbai,West,1,0,0,1,0
456,23,Female,None,3.59,367988.14,Rice,Karnataka,Mangaluru,South,0,1,0,0,0
457,32,Male,Primary,0.79,339298.32,Cotton,Punjab,Bathinda,South,0,1,0,0,0
458,60,Female,Secondary,0.7,242026.74,Rice,Punjab,Amritsar,East,1,0,0,0,1
459,54,Female,Higher,4.26,108712.93,Maize,Gujarat,Vadodara,East,1,0,1,0,1
460,50,Female,Primary,9.44,445435.16,Cotton,Tamil Nadu,Madurai,West,0,1,0,0,0
461,25,Female,Primary,8.78,342147.08,Maize,Bihar,Gaya,West,0,0,0,0,0
462,61,Male,None,5.36,92806.53,Wheat,Gujarat,Bhavnagar,West,0,1,1,0,0
463,61,Female,Secondary,5.87,355353.15,Maize,Maharashtra,Mumbai,East,0,1,0,0,0
464,22,Male,Higher,0.56,373302.52,Cotton,Punjab,Patiala,North,0,0,0,0,0
465,56,Female,None,2.55,444571.34,Wheat,Punjab,Bathinda,West,0,0,0,0,0
466,21,Female,None,0.74,119191.24,Rice,Bihar,Muzaffarpur,West,1,0,0,1,0
467,23,Female,Higher,7.67,494489.51,Sugarcane,Maharashtra,Mumbai,South,0,1,0,0,0
468,62,Male,Secondary,1.88,85162.78,Cotton,Karnataka,Belagavi,North,0,0,0,1,0
469,49,Female,Higher,8.76,304337.56,Sugarcane,Gujarat,Ahmedabad,North,0,1,0,0,0
470,69,Female,None,6.61,332016.49,Sugarcane,Punjab,Amritsar,East,1,0,0,0,0
471,47,Female,None,2.68,215286.92,Wheat,Tamil Nadu,Salem,West,1,0,1,0,0
472,64,Female,Primary,2.0,242768.48,Rice,Tamil Nadu,Coimbatore,East,1,0,1,0,0
473,52,Female,Higher,6.46,446545.95,Maize,Karnataka,Mysuru,East,0,0,0,0,0
474,57,Male,Higher,9.06,326184.37,Wheat,Bihar,Bhagalpur,North,0,1,0,0,0
475,69,Male,Higher,7.32,253530.47,Rice,Bihar,Gaya,East,0,0,1,0,0
476,33,Female,None,3.81,72891.29,Maize,Gujarat,Ahmedabad,West,1,0,1,0,0
477,30,Female,Secondary,6.08,13595.44,Maize,Punjab,Jalandhar,North,0,0,1,0,0
478,67,Male,None,3.45,71234.62,Rice,Gujarat,Bhavnagar,North,0,0,1,0,0
479,59,Female,Primary,9.99,478530.44,Maize,Punjab,Jalandhar,West,0,1,0,0,0
480,47,Male,None,7.61,384402.52,Cotton,Punjab,Patiala,North,0,1,0,0,0
481,36,Female,None,6.34,483887.0,Cotton,Karnataka,Hubballi,South,1,0,0,0,0
482,34,Female,None,4.52,27497.27,Wheat,Karnataka,Bengaluru,West,0,0,1,0,0
483,36,Male,Primary,6.37,343308.0,Maize,Punjab,Patiala,North,0,1,0,0,0
484,45,Female,Higher,3.75,31703.83,Maize,Bihar,Muzaffarpur,East,0,0,1,0,0
485,43,Male,Secondary,0.77,393207.67,Rice,Maharashtra,Aurangabad,East,1,1,0,0,1
486,54,Male,Secondary,4.25,196665.58,Cotton,Punjab,Bathinda,West,1,0,0,0,1
487,43,Male,Primary,9.34,56925.03,Sugarcane,Bihar,Gaya,West,0,1,0,0,0
488,40,Female,Higher,6.45,288342.85,Wheat,Bihar,Muzaffarpur,West,0,0,1,0,0
489,26,Male,Higher,1.3,147258.9,Cotton,Tamil Nadu,Coimbatore,South,0,0,0,1,0
490,29,Male,Primary,8.91,333191.23,Rice,Gujarat,Rajkot,East,0,0,0,0,0
491,18,Female,None,3.05,332505.63,Wheat,Maharashtra,Nagpur,East,0,1,0,0,0
492,18,Female,Higher,2.82,355453.66,Sugarcane,Punjab,Amritsar,West,0,1,0,0,0
493,64,Female,Secondary,3.32,496307.89,Wheat,Maharashtra,Nashik,East,0,0,0,0,0
494,51,Female,Primary,5.98,199481.88,Cotton,Punjab,Amritsar,South,0,1,0,0,0
495,49,Female,Secondary,5.67,238004.58,Sugarcane,Gujarat,Vadodara,North,0,1,0,0,0
496,65,Female,None,5.17,404259.73,Rice,Maharashtra,Mumbai,South,1,0,0,0,0
497,42,Male,Primary,7.32,293401.31,Wheat,Maharashtra,Nashik,West,1,1,1,0,0
498,57,Female,Secondary,3.51,28256.03,Cotton,Bihar,Muzaffarpur,South,1,0,0,0,1
499,62,Male,Secondary,7.93,423108.47,Rice,Maharashtra,Mumbai,East,0,0,0,0,0
500,18,Female,None,2.17,35234.35,Sugarcane,Maharashtra,Nagpur,East,0,1,0,0,0
501,33,Male,Primary,7.93,93701.87,Wheat,Gujarat,Surat,South,0,1,1,0,0
502,56,Male,Higher,6.81,60019.18,Maize,Punjab,Patiala,West,1,0,1,0,1
503,22,Female,Higher,6.99,48184.3,Cotton,Bihar,Muzaffarpur,West,0,1,0,0,0
504,39,Female,Secondary,5.07,22585.59,Cotton,Maharashtra,Aurangabad,North,0,1,0,0,0
505,46,Male,None,6.84,36963.58,Maize,Bihar,Gaya,South,0,1,1,0,0
506,20,Female,Secondary,1.26,226795.2,Rice,Bihar,Muzaffarpur,North,0,0,1,0,0
507,29,Female,None,8.59,133897.61,Cotton,Karnataka,Hubballi,East,0,1,0,0,0
508,43,Male,Higher,1.03,72003.07,Rice,Punjab,Bathinda,South,0,0,1,1,0
509,33,Male,Secondary,1.91,332765.72,Sugarcane,Karnataka,Mangaluru,North,0,0,0,0,0
510,68,Male,Secondary,5.98,120794.84,Maize,Bihar,Patna,South,0,0,1,0,0
511,54,Female,None,7.52,19285.09,Rice,Gujarat,Ahmedabad,South,0,0,1,0,0
512,39,Female,Primary,1.22,215025.69,Sugarcane,Gujarat,Ahmedabad,East,1,0,0,0,0
513,46,Female,None,9.25,162112.17,Wheat,Maharashtra,Nashik,North,0,0,1,0,0
514,31,Female,Primary,9.75,166116.17,Cotton,Punjab,Ludhiana,North,0,0,0,0,0
515,45,Male,Higher,6.26,228182.31,Maize,Tamil Nadu,Madurai,North,0,0,1,0,0
516,22,Female,Secondary,5.07,337767.82,Wheat,Punjab,Patiala,North,0,0,0,0,0
517,64,Male,Secondary,7.54,312074.77,Wheat,Karnataka,Hubballi,North,0,0,0,0,0
518,66,Female,None,3.62,469258.19,Wheat,Punjab,Amritsar,East,0,0,0,0,0
519,47,Female,None,5.19,263681.17,Rice,Maharashtra,Pune,South,0,0,1,0,0
520,63,Male,Higher,9.2,241559.26,Cotton,Punjab,Patiala,East,0,0,0,0,0
521,69,Female,Higher,9.58,114573.07,Maize,Tamil Nadu,Coimbatore,South,0,1,1,0,0
522,22,Female,Primary,9.31,380136.83,Cotton,Gujarat,Bhavnagar,North,1,1,0,0,0
523,29,Male,Higher,2.99,78980.13,Cotton,Karnataka,Mysuru,East,0,0,0,0,0
524,33,Female,Higher,2.71,250655.12,Cotton,Karnataka,Mangaluru,West,0,1,0,0,0
525,43,Male,Higher,3.33,216447.88,Sugarcane,Bihar,Patna,South,0,1,0,0,0
526,43,Male,Higher,4.69,332567.43,Sugarcane,Karnataka,Hubballi,South,0,0,0,0,0
527,65,Male,Primary,3.48,459634.52,Sugarcane,Tamil Nadu,Tiruchirappalli,South,0,1,0,0,0
528,38,Male,Higher,4.06,473831.84,Sugarcane,Tamil Nadu,Salem,North,0,1,0,0,0
529,56,Female,Primary,6.4,92221.64,Cotton,Gujarat,Surat,East,1,0,0,0,0
530,53,Female,None,7.74,138290.44,Cotton,Karnataka,Bengaluru,South,0,1,0,0,0
531,50,Female,Secondary,7.49,407701.31,Maize,Gujarat,Vadodara,North,1,0,0,0,1
532,47,Male,None,8.24,263957.08,Maize,Punjab,Amritsar,East,0,1,1,0,0
533,54,Female,Higher,0.81,231986.94,Maize,Tamil Nadu,Salem,West,0,0,0,0,0
534,40,Female,Secondary,0.95,358206.47,Maize,Karnataka,Mangaluru,South,1,1,0,0,1
535,27,Female,Higher,8.0,304943.23,Maize,Karnataka,Belagavi,North,1,0,0,0,1
536,22,Female,Higher,5.56,485649.89,Sugarcane,Punjab,Jalandhar,South,0,0,0,0,0
537,53,Male,None,5.99,296147.58,Cotton,Gujarat,Vadodara,North,0,1,0,0,0
538,51,Male,Higher,1.0,238327.17,Maize,Karnataka,Bengaluru,West,0,0,0,0,0
539,69,Female,None,2.93,275980.51,Rice,Maharashtra,Nashik,East,0,1,1,0,0
540,48,Male,Higher,6.56,406184.51,Maize,Bihar,Purnia,South,1,0,0,0,1
541,27,Female,Primary,8.66,310210.78,Maize,Tamil Nadu,Madurai,West,0,1,0,0,0
542,36,Female,Secondary,9.21,327053.56,Cotton,Punjab,Jalandhar,West,1,0,0,0,1
543,49,Female,None,5.25,486005.05,Sugarcane,Punjab,Patiala,West,0,0,0,0,0
544,18,Male,None,5.68,313013.79,Wheat,Bihar,Gaya,North,0,1,0,0,0
545,22,Female,Secondary,8.41,196339.77,Cotton,Maharashtra,Nagpur,North,0,0,0,0,0
546,62,Male,None,5.61,348749.75,Sugarcane,Bihar,Bhagalpur,North,1,0,0,0,0
547,21,Male,Secondary,5.41,333135.1,Rice,Karnataka,Bengaluru,East,0,0,0,0,0
548,33,Female,Primary,9.1,16785.34,Wheat,Gujarat,Rajkot,West,0,0,1,0,0
549,41,Male,Higher,8.0,238991.36,Sugarcane,Punjab,Bathinda,North,0,1,0,0,0
550,33,Male,Primary,9.14,374022.77,Sugarcane,Gujarat,Bhavnagar,South,0,1,0,0,0
551,19,Female,Higher,2.57,254530.31,Cotton,Gujarat,Rajkot,East,0,0,0,0,0
552,66,Male,Secondary,5.48,392014.36,Sugarcane,Gujarat,Vadodara,South,1,0,0,0,1
553,45,Male,Primary,8.5,230933.01,Maize,Gujarat,Surat,North,0,0,1,0,0
554,49,Female,Higher,1.56,491827.58,Sugarcane,Karnataka,Bengaluru,West,0,1,0,0,0
555,44,Female,Secondary,8.05,153516.88,Wheat,Punjab,Ludhiana,North,0,0,1,0,0
556,37,Male,Higher,2.24,55140.08,Sugarcane,Gujarat,Vadodara,South,0,0,0,0,0
557,41,Female,None,8.18,220705.78,Rice,Punjab,Jalandhar,South,0,0,1,0,0
558,29,Female,None,6.31,275437.42,Maize,Gujarat,Vadodara,East,1,1,1,0,0
559,67,Male,Secondary,2.34,181055.93,Wheat,Karnataka,Belagavi,North,1,1,1,0,1
560,52,Male,Higher,5.0,128717.77,Wheat,Bihar,Bhagalpur,West,0,0,1,0,0
561,50,Female,None,6.98,339308.76,Cotton,Gujarat,Rajkot,East,1,0,0,0,0
562,50,Male,Primary,6.52,194791.3,Cotton,Tamil Nadu,Tiruchirappalli,North,1,0,0,0,0
